review_length,0,1
1,161.0,9022.0
2,285.0,6930.0
3,413.0,25643.0
4,234.0,28208.0
5,181.0,11508.0
6,257.0,9035.0
7,195.0,14729.0
8,301.0,16538.0
9,290.0,26953.0
10,211.0,15518.0
11,206.0,10935.0
12,228.0,10677.0
13,210.0,8982.0
14,264.0,10743.0
15,227.0,9508.0
16,234.0,9606.0
17,191.0,7889.0
18,182.0,6873.0
19,221.0,6872.0
20,171.0,6724.0
21,171.0,7057.0
22,179.0,6163.0
23,148.0,5411.0
24,162.0,5434.0
25,139.0,5397.0
26,130.0,5041.0
27,112.0,4713.0
28,129.0,4463.0
29,130.0,4529.0
30,112.0,4349.0
31,111.0,4415.0
32,110.0,4301.0
33,112.0,4091.0
34,90.0,4026.0
35,85.0,3897.0
36,103.0,3842.0
37,95.0,3941.0
38,93.0,3738.0
39,102.0,3641.0
40,87.0,3479.0
41,84.0,3501.0
42,72.0,3221.0
43,73.0,3207.0
44,81.0,3149.0
45,74.0,3072.0
46,83.0,3000.0
47,76.0,2981.0
48,75.0,2838.0
49,73.0,2826.0
50,71.0,2726.0
51,71.0,2616.0
52,81.0,2528.0
53,57.0,2479.0
54,64.0,2397.0
55,55.0,2487.0
56,62.0,2368.0
57,59.0,2372.0
58,45.0,2128.0
59,53.0,2238.0
60,64.0,2201.0
61,54.0,2151.0
62,51.0,2076.0
63,52.0,1981.0
64,52.0,2030.0
65,48.0,2005.0
66,53.0,2014.0
67,46.0,1921.0
68,41.0,1866.0
69,50.0,1844.0
70,45.0,1822.0
71,52.0,1782.0
72,37.0,1747.0
73,48.0,1685.0
74,36.0,1678.0
75,41.0,1667.0
76,47.0,1622.0
77,53.0,1602.0
78,33.0,1627.0
79,37.0,1578.0
80,33.0,1504.0
81,32.0,1463.0
82,30.0,1494.0
83,40.0,1437.0
84,32.0,1448.0
85,32.0,1357.0
86,32.0,1430.0
87,38.0,1365.0
88,40.0,1303.0
89,27.0,1303.0
90,39.0,1351.0
91,37.0,1260.0
92,22.0,1319.0
93,24.0,1161.0
94,29.0,1175.0
95,30.0,1181.0
96,24.0,1196.0
97,28.0,1186.0
98,25.0,1137.0
99,34.0,1100.0
100,32.0,1065.0
101,26.0,1163.0
102,23.0,1042.0
103,25.0,1092.0
104,23.0,1049.0
105,25.0,1005.0
106,24.0,1041.0
107,17.0,1029.0
108,16.0,952.0
109,18.0,974.0
110,12.0,985.0
111,27.0,988.0
112,20.0,914.0
113,26.0,936.0
114,21.0,891.0
115,27.0,893.0
116,27.0,914.0
117,23.0,877.0
118,19.0,903.0
119,21.0,795.0
120,21.0,838.0
121,21.0,815.0
122,22.0,825.0
123,10.0,749.0
124,16.0,813.0
125,11.0,758.0
126,15.0,805.0
127,19.0,794.0
128,23.0,741.0
129,16.0,743.0
130,13.0,738.0
131,14.0,744.0
132,21.0,676.0
133,28.0,692.0
134,18.0,711.0
135,10.0,664.0
136,16.0,695.0
137,12.0,639.0
138,22.0,634.0
139,20.0,632.0
140,16.0,663.0
141,11.0,680.0
142,17.0,646.0
143,13.0,628.0
144,17.0,623.0
145,8.0,650.0
146,7.0,619.0
147,17.0,560.0
148,10.0,620.0
149,10.0,603.0
150,16.0,567.0
151,17.0,595.0
152,19.0,601.0
153,8.0,593.0
154,12.0,555.0
155,10.0,524.0
156,10.0,527.0
157,4.0,601.0
158,13.0,535.0
159,13.0,561.0
160,10.0,568.0
161,6.0,537.0
162,14.0,491.0
163,13.0,486.0
164,11.0,481.0
165,20.0,522.0
166,6.0,502.0
167,14.0,482.0
168,13.0,524.0
169,10.0,446.0
170,13.0,484.0
171,14.0,498.0
172,10.0,462.0
173,11.0,450.0
174,6.0,431.0
175,17.0,473.0
176,7.0,453.0
177,13.0,442.0
178,7.0,460.0
179,14.0,436.0
180,8.0,382.0
181,10.0,459.0
182,13.0,438.0
183,10.0,434.0
184,7.0,407.0
185,8.0,381.0
186,13.0,442.0
187,10.0,370.0
188,12.0,396.0
189,7.0,416.0
190,7.0,419.0
191,7.0,393.0
192,11.0,383.0
193,7.0,387.0
194,16.0,351.0
195,9.0,376.0
196,5.0,339.0
197,11.0,368.0
198,10.0,341.0
199,10.0,365.0
200,13.0,379.0
201,14.0,366.0
202,14.0,342.0
203,5.0,367.0
204,7.0,346.0
205,10.0,385.0
206,8.0,343.0
207,11.0,339.0
208,8.0,308.0
209,11.0,344.0
210,10.0,340.0
211,8.0,324.0
212,8.0,310.0
213,4.0,345.0
214,9.0,290.0
215,9.0,318.0
216,6.0,308.0
217,12.0,291.0
218,5.0,329.0
219,9.0,315.0
220,7.0,303.0
221,10.0,313.0
222,6.0,300.0
223,5.0,304.0
224,9.0,313.0
225,5.0,313.0
226,8.0,303.0
227,3.0,266.0
228,3.0,285.0
229,4.0,290.0
230,4.0,271.0
231,5.0,278.0
232,9.0,273.0
233,5.0,288.0
234,3.0,260.0
235,6.0,259.0
236,8.0,271.0
237,9.0,244.0
238,5.0,265.0
239,5.0,269.0
240,3.0,239.0
241,3.0,270.0
242,3.0,252.0
243,4.0,265.0
244,5.0,261.0
245,8.0,255.0
246,3.0,249.0
247,5.0,264.0
