1,1842626
2,2158153
3,3121267
4,3637343
5,2359582
6,1690943
7,1877153
8,1967681
9,2934053
10,2131878
11,1717587
12,1587131
13,1448840
14,1526202
15,1364838
16,1289546
17,1185816
18,1086975
19,1045870
20,997209
21,972277
22,920389
23,882601
24,861562
25,825997
26,798983
27,768749
28,746382
29,727153
30,707313
31,688865
32,668487
33,649178
34,632225
35,617265
36,598907
37,581707
38,568857
39,556219
40,541325
41,528321
42,512343
43,508021
44,487805
45,478593
46,466947
47,456384
48,444608
49,435429
50,427359
51,417044
52,406426
53,398321
54,389989
55,381229
56,373730
57,365710
58,357121
59,351096
60,344673
61,337144
62,330725
63,324343
64,318157
65,314033
66,305298
67,300838
68,294617
69,289910
70,285288
71,282702
72,275936
73,269810
74,265223
75,261698
76,257256
77,252989
78,248840
79,244718
80,240146
81,236816
82,233000
83,229070
84,225318
85,221628
86,218123
87,215482
88,211892
89,209431
90,206767
91,203046
92,200104
93,196051
94,193801
95,191697
96,190118
97,185474
98,182824
99,180452
100,178843
101,175627
102,174710
103,171692
104,169620
105,167879
106,163536
107,162276
108,159499
109,156523
110,155853
111,153668
112,151005
113,149274
114,147182
115,145651
116,143156
117,141433
118,139706
119,138512
120,137146
121,135058
122,134523
123,131931
124,129923
125,128362
126,126563
127,125695
128,123525
129,123149
130,121043
131,119795
132,118205
133,117644
134,116127
135,115643
136,113488
137,112517
138,111036
139,110475
140,109613
141,108826
142,106653
143,106410
144,105586
145,104360
146,103180
147,101805
148,101083
149,100226
150,99357
151,99002
152,98077
153,98608
154,96486
155,95207
156,94721
157,93616
158,92580
159,92139
160,89866
161,89799
162,90093
163,88145
164,87976
165,87010
166,85756
167,86382
168,86467
169,84314
170,83429
171,82932
172,82029
173,81074
174,80420
175,79610
176,79505
177,78377
178,77964
179,77062
180,76864
181,76234
182,75798
183,74399
184,74338
185,73940
186,73935
187,72854
188,72064
189,71332
190,70450
191,70706
192,69687
193,68933
194,68880
195,68469
196,69305
197,67887
198,67154
199,67711
200,71055
201,65361
202,64765
203,64739
204,63852
205,64661
206,63681
207,63518
208,62477
209,61985
210,61417
211,60323
212,60252
213,59699
214,59129
215,60834
216,58949
217,58038
218,57638
219,57489
220,56706
221,56510
222,56145
223,55542
224,56199
225,56680
226,54592
227,54505
228,54210
229,53038
230,53325
231,52555
232,52621
233,52138
234,51496
235,51625
236,50867
237,50227
238,50342
239,50228
240,50077
241,49119
242,48851
243,48187
244,48165
245,48181
246,48338
247,47232
248,47291
249,46482
250,46848
251,46294
252,46563
253,46061
254,45321
255,45276
256,44825
257,44466
258,44713
259,44198
260,44746
261,43479
262,44346
263,43632
264,42290
265,43182
266,42888
267,41791
268,41763
269,41850
270,41436
271,41232
272,40672
273,40010
274,40116
275,39935
276,39971
277,40118
278,39548
279,39691
280,39242
281,38935
282,39000
283,38433
284,38200
285,38072
286,38037
287,37704
288,38350
289,37092
290,36930
291,37085
292,36719
293,36247
294,35941
295,35976
296,35549
297,35828
298,35525
299,35773
300,35356
301,34671
302,36287
303,34821
304,34900
305,36163
306,34605
307,36852
308,34142
309,34946
310,33082
311,33674
312,33697
313,33071
314,32895
315,32706
316,32438
317,33010
318,38753
319,35658
320,33873
321,35041
322,32933
323,33577
324,36522
325,32213
326,31350
327,31000
328,30819
329,34189
330,31585
331,30495
332,31043
333,31022
334,34533
335,33029
336,32611
337,43427
338,32569
339,32111
340,30217
341,29058
342,29254
343,28952
344,28114
345,28568
346,28413
347,28631
348,29513
349,27965
350,28002
351,27350
352,27820
353,28321
354,30969
355,28104
356,26898
357,26649
358,26118
359,26943
360,26447
361,25818
362,25569
363,25908
364,25437
365,27381
366,26002
367,24975
368,25335
369,25471
370,25083
371,25234
372,24845
373,24377
374,24522
375,24567
376,24195
377,24206
378,24646
379,23992
380,23779
381,23463
382,22873
383,23522
384,23333
385,23148
386,22946
387,22934
388,23030
389,22984
390,22339
391,22525
392,22207
393,22158
394,21886
395,21719
396,21720
397,21687
398,22194
399,22197
400,21832
401,21791
402,22054
403,21425
404,21452
405,22176
406,21099
407,20677
408,20478
409,20763
410,20509
411,20274
412,20422
413,20206
414,20116
415,20343
416,20125
417,20096
418,19687
419,21665
420,19969
421,19258
422,19293
423,19203
424,19530
425,19311
426,18955
427,19155
428,19025
429,18975
430,18611
431,18819
432,19269
433,20204
434,18985
435,18742
436,18231
437,18017
438,18135
439,18387
440,18033
441,18137
442,17901
443,17834
444,17762
445,17807
446,17584
447,17678
448,17366
449,17524
450,17459
451,17463
452,17994
453,16985
454,17216
455,16794
456,16712
457,16546
458,16668
459,16661
460,16412
461,16842
462,16952
463,17125
464,20677
465,17499
466,16890
467,16832
468,16314
469,16032
470,16262
471,16148
472,15788
473,16219
474,15894
475,15682
476,15871
477,15669
478,15877
479,15770
480,15669
481,15733
482,15530
483,15380
484,15315
485,15207
486,15090
487,14979
488,14522
489,14778
490,14713
491,14913
492,14674
493,14345
494,14670
495,15151
496,14506
497,14653
498,14768
499,14335
500,14339
501,13992
502,14148
503,14272
504,14271
505,14263
506,13921
507,13801
508,14160
509,13869
510,13759
511,13557
512,13760
513,13657
514,13461
515,13647
516,13803
517,13529
518,14646
519,13957
520,13404
521,13391
522,13155
523,12928
524,13093
525,12798
526,13434
527,13886
528,13077
529,12856
530,12677
531,13217
532,12922
533,12801
534,12491
535,12289
536,12407
537,12284
538,12256
539,12339
540,12422
541,12251
